一一	fhfh
选编	larf
选美	laix
选聘	laqi
选育	lapm
选自	lacj
选读	lavg
选课	lavs
选调	lavz
选贤任能	lkkn
选购	lads
选辑	layi
选送	lavx
选重	lahd
选集	lava
选项	lank
选题	lajk
逊于	yofg
逊位	yoky
逊色	yore
逍遥	omtu
逍遥法外	othx
逍遥自在	otcg
透不过气	zclf
透不过气来	zclj
透亮	zvwp
透光	zvsj
透出	zviz
透射	zvll
透底	zvgq
透彻	zvjl
透支	zvbh
透明	zvjm
透明度	zjgx
透析	zvao
透气	zvfq
透汗	zvhl
透漏	zvhm
透着	zvig
透绿	zvrs
透视	zvdu
透过	zvll
透镜	zvca
透雨	zvtf
透露	zvtu
透顶	zvuk
透风	zvpo
透骨	zvfv
逐一	klfh
逐个	klsk
逐出	kliz
逐句	kltq
逐字逐句	kekt
逐客	kleq
逐客令	ketn
逐层	klmp
逐年	kllg
逐日	klje
逐月	klmd
逐步	klll
逐步形成	klfu
逐渐	klhy
逐级	klrk
逐行	klfj
逐鹿	klcu
递上	vudf
递交	vuco
递减	vulu
递加	vuai
递增	vubv
递延	vucl
递归	vuks
递推	vupv
递给	vurt
递补	vuod
递解	vurq
递进	vubl
递送	vuvx
递降	vutj
途中	szik
途径	szjw
途经	szrw
逗号	elif
逗哏	elit
逗弄	elgw
逗引	elok
逗比	elhh
逗留	elfs
逗笑	elzc
通亮	nqwp
通人	nqsi
通今博古	ntgq
通令	nqtn
通体	nqka
通例	nqkq
通俗	nqkp
通俗易懂	nkjn
通俗读物	nkvl
通信	nqkm
通信兵	nkov
通信卫星	nkwj
通信员	nkid
通信地址	nkbb
通信工程	nknz
通假	nqkm
通兑	nqvi
通共	nqxv
通关	nqvx
通分	nqvk
通则	nqdk
通力合作	natk
通勤	nqxi
通县	nqrn
通史	nqio
通吃	nqil
通同	nqzf
通向	nqcz
通告	nqli
通商	nqyz
通城	nqbu
通天	nqfx
通奸	nqsl
通好	nqsy
通婚	nqsq
通宝	nqeg
通宵	nqeo
通宵达旦	nexj
通家	nqek
通常	nqxu
通彻	nqjl
通往	nqjo
通心粉	nnmv
通情达理	nnxg
通才	nqgc
通报	nqpw
通报批评	nppv
通敌	nqvr
通明	nqjm
通晓	nqji
通杀	nqoa
通条	nqja
通栏	nqav
通水	nqhg
通海	nqhl
通灵	nqsy
通牒	nqnx
通用	nqql
通用性	nqnd
通电	nqjp
通电话	njvv
通畅	nqjk
通病	nqxf
通盘	nqlb
通知	nqei
通知书	nepp
通知单	nevs
通神	nqdj
通票	nqqd
通称	nqzr
通窍	nqzn
通篇	nqzf
通红	nqrn
通经	nqrw
通缉	nqri
通缉令	nrtn
通缉犯	nrlw
通缩	nqre
通网	nqzo
通联	nqqv
通胀	nqmx
通航	nqlu
通融	nqpj
通行	nqfj
通行无阻	nfut
通行证	nfvf
通衢	nqfg
通观	nqwu
通览	nqkz
通讯	nqvp
通讯员	nvid
通讯录	nvsh
通讯社	nvdb
通讯网	nvzo
通论	nqvh
通译	nqvw
通话	nqvv
通读	nqvg
通货	nqkh
通货紧缩	nkkr
通货膨胀	nkmm
通路	nquq
通身	nqlc
通车	nqyf
通辽	nqfl
通达	nqxl
通过	nqll
通连	nqyl
通透	nqzv
通途	nqsz
通通	nqnq
通道	nqvc
通铺	nqcg
通顺	nqjk
通风	nqpo
通风报信	nppk
逛灯	lgyu
逛荡	lgwh
逛街	lgfb
逛逛	lglg
逝世	poxp
逝去	pobn
逝者	porj
逝者如斯	prsm
逞凶	igoz
逞强	igoi
逞能	ignm
速写	ulef
速决	ulle
速冻	ulll
速度	ulgx
速录	ulsh
速录师	uskf
速成	ulup
速战速决	udul
速效	ulco
速查	ulaj
速溶	ulhe
速滑	ulhf
速率	ulub
速算	ulzg
速胜	ulmd
速记	ulvj
速读	ulvg
速达	ulxl
速运	ulpl
速递	ulvu
速配	ultj
速龙	uljh
造价	liks
造作	like
造假	likm
造像	likw
造册	lijz
造出	liiz
造势	lipt
造化	likh
造化弄人	lkgs
造反	liow
造句	litq
造型	lifw
造型艺术	lfwa
造字	liey
造孽	liwc
造就	liwo
造影	lijw
造成	liup
造林	liaa
造桥	liac
造次	lilf
造物	lils
造物主	llog
造福	lidf
造福一方	ldfm
造纸	lirq
造纸厂	lroy
造船	lilp
造血	licb
造访	livm
造词	livp
造诣	livh
造谣	livt
造谣中伤	lvik
造谣惑众	lvis
造谣生事	lvdf
造车	liyf
逡巡	nvjl
逢凶化吉	jokm
逢场作戏	jbkw
逢年过节	jllw
逢迎	jznw
逢集	jzva
逮住	shko
逮到	shck
逮捕	shpg
逮着	shig
逶迤	zslh
逸乐	zlno
逸豫	zlmw
逸闻	zlbq
逻辑	yxyi
逻辑学	yyhe
逻辑思维	yysr
逻辑性	yynd
逼上梁山	fdhd
逼人	fisi
逼人太甚	fsxm
逼仄	fios
逼供	fikx
逼债	fikz
逼出	fiiz
逼和	fizi
逼婚	fisq
逼宫	fien
逼平	filv
逼抢	fips
逼死	fiqh
逼疯	fixp
逼真	figg
逼着	fiig
逼良为娼	foos
逼视	fidu
逼近	fiol
逼迫	fidl
逼问	fibi
逾期	tmmv
逾越	tmqu
遁世	ogxp
遁入空门	oxzb
遁词	ogvp
遁迹	oguy
遁逃	ogal
遂宁	vkeu
遂平	vklv
遂意	vkan
遂愿	vkod
遇上	sfdf
遇事	sffi
遇人不淑	ssch
遇到	sfck
遇到了	scfu
遇刺	sfaz
遇合	sfti
遇害	sfez
遇救	sffh
遇有	sfgm
遇着	sfig
遇袭	sfjo
遇见	sfuw
遇过	sfll
遇险	sftt
遇难	sfwv
遇难者	swrj
遍体	fjka
遍体鳞伤	fkek
遍历	fjoa
遍及	fjkd
遍地	fjbh
遍地开花	fbfw
遍布	fjgu
遍数	fjms
遍野	fjdm
遏制	jslu
遏抑	jspn
遏止	jsld
遐思	mrsn
遐想	mrag
遐迩	mrro
遐迩闻名	mrbx
遑论	dgvh
遒劲	vtwn
道不拾遗	vcpj
道义	vcoo
道人	vcsi
道光	vcsj
道具	vcgv
道出	vciz
道别	vcia
道听途说	visv
道喜	vchi
道场	vcbp
道士	vcmf
道奇	vcxz
道姑	vcsq
道学	vche
道家	vcek
道尔顿	vrfi
道岔	vcvk
道床	vcga
道德	vcjg
道德品质	vjio
道德沦丧	vjhb
道德经	vjrw
道德观	vjwu
道情	vcnz
道教	vcry
道旁	vcye
道术	vcao
道歉	vcvs
道法	vchb
道法自然	vhcm
道理	vcgd
道琼斯	vgmv
道白	vcdy
道破	vcqe
道经	vcrw
道统	vcrp
道菜	vcwt
道藏	vcwu
道行	vcfj
道袍	vcos
道观	vcwu
道谢	vcvl
道貌岸然	vldm
道贺	vcai
道路	vcuq
道边	vcal
道钉	vccu
道长	vcxk
道门	vcbo
道高一尺	vwfm
遗世独立	jxly
遗书	jdpp
遗事	jdfi
遗产	jdyo
遗传	jdkr
遗传学	jkhe
遗传工程	jknz
遗传性	jknd
遗体	jdka
遗作	jdke
遗像	jdkw
遗嘱	jdim
遗址	jdbl
遗墨	jdub
遗失	jdcs
遗孀	jdst
遗存	jdgk
遗孤	jdyq
遗容	jdep
遗尿	jdmh
遗属	jdmc
遗弃	jdpw
遗志	jdmn
遗忘	jdxn
遗恨	jdnt
遗愿	jdod
遗憾	jdnu
遗漏	jdhm
遗照	jdjk
遗物	jdls
遗珠	jdgc
遗留	jdfs
遗祸	jddi
遗稿	jdzw
遗篇	jdzf
遗精	jdmz
遗缺	jdue
遗老	jdri
遗臭万年	jcfl
遗落	jdwh
遗著	jdwr
遗言	jdme
遗训	jdvj
遗诏	jdvk
遗赠	jddv
遗迹	jduy
遗风	jdpo
遗骸	jdfy
遛狗	fslt
遛马	fsxh
遣使	jukf
遣散	juxm
遣词造句	jvlt
遣返	juow
遣送	juvx
遥不可及	tczk
遥想	tuag
遥感	tuuf
遥指	tuph
遥控	tupz
遥控器	tprl
遥望	tuxm
遥测	tuhd
遥相呼应	taig
遥看	tupg
遥祝	tudi
遥远	tura
遥遥	tutu
遥遥无期	ttum
遥遥相对	ttaw
遥遥领先	tttl
遨游	tlhm
遭到	frck
遭劫	frbn
遭受	frte
遭殃	frqz
遭灾	frey
遭罪	fryd
遭逢	frjz
遭遇	frsf
遭遇战	fsdi
遭际	frtd
遮人耳目	gsqg
遮住	gxko
遮光	gxsj
遮天蔽日	gfwj
遮拦	gxpv
遮挡	gxpo
遮掩	gxpx
遮瑕	gxgm
遮盖	gxib
遮罩	gxyd
遮羞	gxip
遮羞布	gigu
遮荫	gxwt
遮蔽	gxwk
遮遮掩掩	ggpp
遮阳	gxtj
遮阳帽	gtuj
遮阴	gxtm
遮风挡雨	gppt
遴选	mxla
遵义	vtoo
遵从	vtss
遵命	vtti
遵守	vtel
遵循	vtjo
遵旨	vthj
遵照	vtjk
遵章守纪	vaer
遵纪	vtrj
遵纪守法	vreh
遵行	vtfj
遽然	qkml
避世	rlxp
避免	rlza
避嫌	rlsv
避孕	rlvy
避孕套	rvxs
避孕药	rvwr
避实击虚	repq
避实就虚	rewq
避寒	rleb
避开	rlfw
避忌	rljn
避暑	rljr
避暑山庄	rjdg
避暑胜地	rjmb
避税	rlzv
避而不答	rucz
避而不谈	rucv
避而远之	rurd
避让	rlvd
避讳	rlvq
避谈	rlvy
避过	rlll
避重就轻	rhwy
避难	rlwv
避难所	rwfo
避雨	rltf
避雷	rlts
避雷针	rtcg
避震	rltq
避风	rlpo
避风港	rphx
邀功	dmna
邀功请赏	dnvx
邀宠	dmej
邀约	dmrs
邀请	dmvz
邀请赛	dveb
邀集	dmva
邂逅	rqof
邋遢	jqje
邋邋遢遢	jjjj
邋里邋遢	jdjj
邓小平	wolv
邓小平理论	wolv
邓稼先	wzla
邓肯	wtlm
邢台	fwni
那一刻	pfyk
那不勒斯	pcgm
那个	ppsk
那个人	pssi
那么	ppcn
那也	pphe
那些	pplh
那件	ppkl
那件事	pkfi
那会	ppsp
那会儿	psah
那位	ppky
那又	ppwi
那又怎样	pwea
那叫	ppih
那回事	pufi
那就是	pwjk
那当然	poml
那得	ppjj
那时	ppjl
那时候	pjkk
那是	ppjk
那样	ppai
那样的	pads
那次	pplf
那英	ppwz
那边	ppal
那还用说	pcqv
那里	ppdn
那麽	ppoc
邦交	ztco
邦联	ztqv
邦迪	ztil
邪乎	ytcv
邪心	ytng
邪念	yttp
邪恶	ytfo
邪教	ytry
邪术	ytao
邪毒	ytzq
邪气	ytfq
邪淫	ytht
邪灵	ytsy
邪神	ytdj
邪祟	ytiz
邪说	ytvv
邪路	ytuq
邪道	ytvc
邪门	ytbo
邪魔	ytob
邮亭	itwu
邮件	itkl
邮务	itja
邮包	itsd
邮发	itiw
邮址	itbl
邮寄	itex
邮局	itmp
邮展	itmx
邮差	itin
邮市	ituu
邮戳	itev
邮报	itpw
邮政	itfl
邮政局	ifmp
邮政编码	ifrq
邮汇	ithe
邮电	itjp
邮电局	ijmp
邮码	itqx
邮票	itqd
邮筒	itzz
邮箱	itza
邮编	itrf
邮船	itlp
邮袋	itkn
邮购	itds
邮费	itud
邮资	itlf
邮车	ityf
邮轮	ityh
邮递	itvu
邮递员	ivid
邮集	itva
邯郸	mtvs
邯郸学步	mvhl
邵东	kilo
邵阳	kitj
邻县	tnrn
邻国	tnug
邻家	tnek
邻居	tnmq
邻接	tnpy
邻村	tnal
邻舍	tnsv
邻近	tnol
邻邦	tnzt
邻里	tndn
郁热	gmpt
郁积	gmzi
郁结	gmrm
郁郁	gmgm
郁郁不乐	ggcn
郁郁寡欢	ggew
郁郁而终	ggur
郁郁葱葱	ggww
郁金香	gtzj
郁闷	gmbn
郊区	coeo
郊外	coxd
郊游	cohm
郊野	codm
郎中	otik
郎君	otsc
郎当	otos
郎才女貌	ogsl
郑人买履	vspm
郑和	vxzi
郑大	vxxi
郑州	vxjj
郑成功	vuna
郑码	vxqx
郑重	vxhd
郑重其事	vhmf
郡主	scog
郡县	scrn
郡守	scel
部下	yifd
部件	yikl
部份	yikv
部位	yiky
部分	yivk
部头	yilx
部委	yizs
部属	yimc
部族	yiml
部类	yimx
部署	yiyr
部落	yiwh
部长	yixk
部门	yibo
部门经理	ybrg
部队	yits
部首	yivc
郭沫若	whwg
郯城	yybu
郴州	aajj
都一样	rfai
都不	rjci
都不会	rcsp
都不可能	rczn
都不是	rcjk
都不知道	rcev
都不能	rcnm
都不要	rcqs
都会	rjsp
都做	rjkq
都像	rjkw
都匀	rjsl
都可以	rzhs
都可能	rznm
都在	rjgk
都城	rjbu
都好	rjsy
都对	rjwl
都将	rjnx
都已	rjnt
都已经	rnrw
都市	rjuu
都应	rjgh
都应该	rgvy
都很	rjjt
都得	rjjj
都快	rjne
都怪	rjnw
都想	rjag
都是	rjjk
都是为了	rjof
都是如此	rjsl
都曾	rjvu
都有	rjgm
都有可能	rgzn
都未	rjjx
都来	rjjv
都比	rjhh
都没	rjhq
都没有	rhgm
都灵	rjsy
都用	rjql
都督	rjdf
都知道	revc
都给	rjrt
都能	rjnm
都行	rjfj
都被	rjoe
都要	rjqs
都让	rjvd
都说	rjvv
都还	rjcl
都难	rjwv
都需要	rtqs
鄂伦春	rkzo
鄂伦春族	rkzm
鄂尔多斯	rrxm
鄂州	rrjj
鄂温克	rhqa
鄂温克族	rhqm
鄙人	igsi
鄙俗	igkp
鄙吝	igwi
鄙夷	igxo
鄙弃	igpw
鄙意	igan
鄙称	igzr
鄙见	iguw
鄙视	igdu
鄙陋	igtf
鄞州	xijj
鄢陵	fltb
鄱阳	cmtj
酆都	dzrj
酉阳	titj
酊剂	tuak
酋长	vtxk
酋长国	vxug
酌定	tsek
酌情	tsnz
酌量	tsjf
配上	tjdf
配不上	tcdf
配乐	tjno
配以	tjhs
配件	tjkl
配伍	tjkj
配偶	tjks
配制	tjlu
配发	tjiw
配合	tjti
配售	tjvi
配器	tjrl
配图	tjuj
配备	tjjs
配套	tjxs
配好	tjsy
配子	tjyd
配对	tjwl
配平	tjlv
配成	tjup
配房	tjfm
配搭	tjpw
配料	tjmp
配方	tjmx
配曲	tjrw
配有	tjgm
配楼	tjam
配殿	tjmx
配比	tjhh
配电	tjjp
配种	tjzi
配给	tjrt
配置	tjyg
配股	tjmq
配色	tjre
配药	tjwr
配角	tjrq
配送	tjvx
配音	tjar
配额	tjeq
配餐	tjqw
配饰	tjfl
配齐	tjae
酒业	htoq
酒令	httn
酒价	htks
酒会	htsp
酒保	htki
酒兴	hthv
酒力	htau
酒劲	htwn
酒厂	htoy
酒友	htgw
酒后	htof
酒吧	htie
酒品	htir
酒器	htrl
酒囊饭袋	hgfk
酒坛	htbp
酒壶	htme
酒宴	htej
酒家	htek
酒席	htgx
酒店	htgd
酒徒	htjq
酒意	htan
酒曲	htrw
酒杯	htac
酒柜	htae
酒楼	htam
酒气	htfq
酒池肉林	hhza
酒泉	htdh
酒浆	htnx
酒瓶	htvw
酒瘾	htxt
酒盅	htik
酒窝	htzi
酒类	htmx
酒精	htmz
酒绿灯红	hryr
酒缸	htun
酒色	htre
酒色财气	hrdf
酒花	htwk
酒药	htwr
酒菜	htwt
酒足饭饱	huff
酒过三巡	hlqj
酒逢知己千杯少	hjeo
酒酣耳热	htqp
酒酿	htto
酒醉	httu
酒醒	httj
酒量	htjf
酒钱	htcf
酒食	htoz
酒馆	htfe
酒驾	htai
酒鬼	htby
酗酒	toht
酚酞	tvtx
酝酿	tpto
酣战	tmdi
酣梦	tmaa
酣然	tmml
酣然入梦	tmxa
酣畅	tmjk
酣畅淋漓	tjhh
酣眠	tmgn
酣睡	tmgh
酣饮	tmff
酥松	tzav
酥油	tzhi
酥油茶	thws
酥胸	tzms
酥软	tzyf
酥麻	tzon
酩酊大醉	ttxt
酬劳	tjwe
酬和	tjzi
酬宾	tjeo
酬应	tjgh
酬答	tjzt
酬谢	tjvl
酬酢	tjte
酬金	tjtk
酰胺	tlme
酱园	nxur
酱油	nxhi
酱色	nxre
酱菜	nxwt
酱豆腐	negk
酵母	trqt
酵母菌	tqwu
酵素	trzh
酷似	tlkh
酷刑	tlfw
酷吏	tlfi
酷夏	tlfc
酷暑	tljr
酷炫	tlyu
酷烈	tlqk
酷热	tlpt
酷爱	tlte
酷狗	tllt
酷肖	tlom
酷虐	tlqs
酸不溜丢	tchc
酸化	tnkh
酸味	tnij
酸奶	tnsv
酸度	tngx
酸性	tnnd
酸枣	tnaz
酸梅	tnal
酸梅汤	tahp
酸楚	tnaa
酸涩	tnhk
酸溜溜	thhf
酸爽	tnxo
酸甜	tnvm
酸甜苦辣	tvwj
酸痛	tnxn
酸碱	tnqu
酸碱度	tqgx
酸菜	tnwt
酸败	tndr
酸软	tnyf
酸辣	tnju
酸酸	tntn
酸雨	tntf
酿制	tolu
酿成	toup
酿成大祸	tuxd
酿热物	tpls
酿造	toli
酿酒	toht
醇化	twkh
醇厚	twoj
醇和	twzi
醇正	twfl
醇美	twix
醇香	twzj
醉乡	tuff
醉了	tufu
醉人	tusi
醉倒	tukc
醉心	tung
醉态	tuxo
醉意	tuan
醉汉	tuhw
醉生梦死	tdaq
醉眼	tugt
醉翁之意不在酒	tvdh
醉话	tuvv
醉酒	tuht
醉醺醺	ttth
醉驾	tuai
醉鬼	tuby
醋劲	txwn
醋坛子	tbyd
醋意	txan
醋酸	txtn
醍醐灌顶	tthu
醒世	tjxp
醒了	tjfu
醒悟	tjnj
醒来	tjjv
醒目	tjgy
醒着	tjig
醒脾	tjmd
醒酒	tjht
醒醒	tjtj
醪糟	temf
采买	tapl
采伐	taki
采光	tasj
采写	taef
采制	talu
采办	taav
采区	taeo
采取	taqw
采录	tash
采择	tapw
采掘	tapm
采摘	tapy
采撷	tapm
采收	tahr
采景	tajw
采暖	tajt
采样	taai
采油	tahi
采煤	taym
采用	taql
采矿	taqg
采种	tazi
采精	tamz
采纳	tarz
采编	tarf
采花	tawk
采药	tawr
采莲	tawy
采蜜	taen
采血	tacb
采认	tavs
采访	tavm
采购	tads
采集	tava
采风	tapo
釉彩	cmta
釉料	cmmp
釉质	cmog
释义	cmoo
释怀	cmnc
释放	cmmr
释然	cmml
释疑	cmhe
释迦牟尼	canm
里出外进	dixb
里外	dnxd
里外不是人	dxcs
里头	dnlx
里子	dnyd
里屋	dnmc
里带	dnfe
里应外合	dgxt
里弄	dngw
里拉	dnpy
里昂	dnjn
里氏	dnqu
里水	dnhg
里海	dnhl
里程	dnzi
里程碑	dzqd
里约热内卢	drpd
里脊	dnll
里边	dnal
里通外国	dnxu
里里外外	ddxx
里间	dnbj
里面	dnhf
重中之重	hidh
重九	hddp
重于	hdfg
重于泰山	hfzd
重任	hdkc
重伤	hdkl
重修	hdkk
重修旧好	hkks
重做	hdkq
重光	hdsj
重兵	hdov
重写	hdef
重出	hdiz
重出江湖	hihh
重击	hdpz
重则	hddk
重创	hdsw
重利	hdzk
重力	hdau
重印	hdnf
重压	hdob
重叠	hdww
重口味	hiij
重合	hdti
重名	hdxi
重听	hdio
重启	hdfi
重命名	htxi
重唱	hdij
重回	hdui
重围	hduq
重在参与	hgnf
重地	hdbh
重型	hdfw
重塑	hdvi
重复	hdlj
重大	hdxi
重大进展	hxbm
重头	hdlx
重头戏	hlwi
重奖	hdnx
重婚	hdsq
重孙	hdyo
重审	hdej
重峦叠嶂	huwd
重工	hdnv
重工业	hnoq
重庆	hdgx
重度	hdgx
重建	hduv
重建家园	hueu
重弹	hdov
重归	hdks
重归于好	hkfs
重彩	hdta
重影	hdjw
重心	hdng
重打	hdpu
重托	hdpc
重担	hdpj
重拍	hdpd
重拨	hdpi
重拳	hdvs
重拾	hdpt
重挫	hdps
重振	hdpq
重提	hdpj
重播	hdpc
重操旧业	hpko
重整	hdur
重整旗鼓	humh
重文	hdwm
重新	hdya
重新做人	hyks
重新开始	hyfs
重来	hdjv
重构	hdas
重样	hdai
重案	hdes
重氢	hdfw
重水	hdhg
重油	hdhi
重洋	hdhi
重活	hdhv
重温	hdhj
重温旧梦	hhka
重游	hdhm
重演	hdhe
重灾区	heeo
重炮	hdys
重点	hddi
重点项目	hdng
重燃	hdym
重版	hdno
重物	hdls
重犯	hdlw
重现	hdgu
重生	hddh
重用	hdql
重申	hdjk
重男轻女	hsys
重病	hdxf
重症	hdxf
重码	hdqx
重码率	hqub
重组	hdrr
重罚	hdyv
重罪	hdyd
重置	hdyg
重聚	hdqw
重臣	hddz
重色轻友	hryg
重行	hdfj
重装	hdnm
重要	hdqs
重要影响	hqji
重要思想	hqsa
重要性	hqnd
重要意义	hqao
重要标志	hqam
重要的	hqds
重要的是	hqdj
重要讲话	hqvv
重见天日	hufj
重视	hddu
重试	hdvn
重话	hdvv
重读	hdvg
重负	hdrd
重责	hdzd
重赏	hdxd
重赏之下	hxdf
重足而立	huuy
重蹈覆辙	huqy
重达	hdxl
重返	hdow
重进	hdbl
重逢	hdjz
重酬	hdtj
重重	hdhd
重重叠叠	hhww
重重困难	hhuw
重量	hdjf
重金	hdtk
重金属	htmc
重锤	hdch
重镇	hdcg
重阳	hdtj
重音	hdar
野人	dmsi
野兔	dmzh
野兽	dmvs
野史	dmio
野味	dmij
野地	dmbh
野外	dmxd
野宴	dmej
野心	dmng
野心勃勃	dngg
野心家	dnek
野性	dmnd
野战	dmdi
野战军	ddey
野景	dmjw
野果	dmsa
野火	dmyv
野炊	dmyf
野牛	dmlz
野狗	dmlt
野狼	dmlo
野猪	dmlr
野猫	dmlw
野生	dmdh
野生动物	ddpl
野禽	dmsu
野花	dmwk
野草	dmwj
野菜	dmwt
野营	dmwe
野蛮	dmuy
野趣	dmqq
野餐	dmqw
野马	dmxh
野驴	dmxf
野鬼	dmby
野鸡	dmww
野鸭	dmsw
野鸽	dmti
野鹿	dmcu
量产	jfyo
量体裁衣	jkgo
量入为出	jxoi
量具	jfgv
量刑	jffw
量力	jfau
量力而为	jauo
量力而行	jauf
量化	jfkh
量变	jfuy
量大	jfxi
量子	jfyd
量度	jfgx
量杯	jfac
量瓶	jfvw
量程	jfzi
量筒	jfzz
量级	jfrk
量纲	jfrz
量能	jfnm
量规	jfsu
量角器	jrrl
量词	jfvp
量贩	jfdo
量身	jflc
量身定做	jlek
金不换	tcpr
金丝	tkrr
金丝猴	trlk
金丝雀	trov
金丹	tkzu
金乌	tkjn
金价	tkks
金光	tksj
金光闪闪	tsbb
金兰	tkvq
金凤	tkpw
金刚	tkzo
金刚怒目	tzsg
金刚石	tzqq
金刚砂	tzqo
金刚钻	tzcd
金匠	tkeo
金华	tkkh
金卡	tkdf
金发	tkiw
金口玉言	tigm
金塔	tkbw
金奖	tknx
金婚	tksq
金子	tkyd
金字	tkey
金字塔	tebw
金字招牌	tepn
金屋藏娇	tmws
金属	tkmc
金山	tkds
金山词霸	tdvt
金工	tknv
金币	tkcu
金平	tklv
金库	tkgy
金店	tkgd
金庸	tkgu
金戈铁马	ticx
金戒指	tiph
金文	tkwm
金无足赤	tuub
金昌	tkjr
金星	tkjd
金曲	tkrw
金条	tkja
金杯	tkac
金枝玉叶	tagi
金枪鱼	taei
金桥	tkac
金榜题名	tajx
金橘	tkam
金正日	tfje
金汤	tkhp
金沙	tkho
金灿灿	tyyd
金牌	tknd
金牙	tkyb
金牛座	tlgs
金猪	tklr
金玉	tkgo
金玉其外	tgmx
金玉满堂	tghx
金玉良缘	tgor
金玉良言	tgom
金瓜	tkqj
金疮	tkxs
金盆洗手	tvhp
金石	tkqq
金石为开	tqof
金矿	tkqg
金砖	tkqr
金碧辉煌	tgsy
金秋	tkzy
金科玉律	tzgj
金童玉女	tygs
金笔	tkzo
金箍棒	tzaz
金箔	tkzh
金粉	tkmv
金色	tkre
金花	tkwk
金莎	tkwh
金莲	tkwy
金蝉	tkjv
金蝉脱壳	tjmm
金蝶	tkjx
金融	tkpj
金融业	tpoq
金融危机	tpra
金融市场	tpub
金融机构	tpaa
金融界	tpss
金融风暴	tppj
金衡	tkfe
金表	tkzo
金言	tkme
金质	tkog
金贵	tkjd
金针	tkcg
金针菜	tcwt
金钱	tkcf
金银	tkct
金银花	tcwk
金银财宝	tcde
金门	tkbo
金陵	tktb
金领	tktn
金额	tkeq
金风玉露	tpgt
金风送爽	tpvx
金饰	tkfl
金马	tkxh
金鱼	tkei
金鸡	tkww
金鸡独立	twly
金鹰	tkgk
金黄	tkbx
金黄色	tbre
金龙	tkjh
金龟	tksi
釜山	vods
釜底抽薪	vgpw
鉴于	kzfg
鉴别	kzia
鉴定	kzek
鉴定人	kesi
鉴定会	kesp
鉴往知来	kjej
鉴权	kzaw
鉴证	kzvf
鉴赏	kzxd
銮舆	uywy
銮驾	uyai
鏖战	ctdi
针刺	cgaz
针剂	cgak
针头	cglx
针头线脑	clrm
针孔	cgyp
针对	cgwl
针对性	cwnd
针尖	cgox
针尖对麦芒	coww
针式	cgnn
针灸	cgro
针眼	cggt
针砭	cgqc
针砭时弊	cqjk
针筒	cgzz
针管	cgze
针线	cgrf
针织	cgri
针织品	crir
针脚	cgmb
针锋相对	ccaw
针黹	cgok
钉在	cugk
钉子	cuyd
钉子户	cyfk
钉帽	cuuj
钉耙	cufe
钉螺	cujs
钉鞋	cugb
钓具	csgv
钓竿	cszl
钓船	cslp
钓钩	cscs
钓饵	csfq
钓鱼	csei
钓鱼台	ceni
钓鱼岛	cewd
钗横鬓乱	cabv
钙化	cfkh
钙片	cfnb
钙质	cfog
钝化	cfkh
钝器	cfrl
钝角	cfrq
钞票	coqd
钟乳石	ctqq
钟南山	cgds
钟塔	cibw
钟声	cimm
钟头	cilx
钟情	cinz
钟摆	cipy
钟楼	ciam
钟灵毓秀	cslz
钟点	cidi
钟点工	cdnv
钟爱	cite
钟离	ciuo
钟表	cizo
钟馗	cidv
钟鸣鼎食	cigo
钡餐	cdqw
钢丝	czrr
钢刀	czkg
钢印	cznf
钢厂	czoy
钢叉	czwo
钢圈	czuv
钢材	czag
钢板	czao
钢架	czai
钢水	czhg
钢渣	czha
钢炮	czys
钢牙	czyb
钢珠	czgc
钢琴	czgg
钢瓶	czvw
钢盔	czgy
钢种	czzi
钢笔	czzo
钢筋	czzm
钢筋混凝土	czhb
钢筋铁骨	czcf
钢管	czze
钢索	czge
钢结构	cras
钢缆	czrk
钢轨	czyd
钢针	czcg
钢钉	czcu
钢铁	czcc
钢铁厂	ccoy
钢锭	czce
钣金	cotk
钥匙	cmjk
钦仰	cfkn
钦佩	cfkp
钦州	cfjj
钦差	cfin
钦差大臣	cixd
钦慕	cfwj
钦敬	cfwt
钦羡	cfil
钨丝	cjrr
钩子	csyd
钩心斗角	cnpr
钩稽	cszg
钩虫	csjw
钮扣	cppi
钱包	cfsd
钱塘	cfbg
钱塘江	cbhn
钱学森	chaa
钱币	cfcu
钱庄	cfgb
钱权	cfaw
钱柜	cfae
钱款	cfmd
钱物	cfls
钱眼	cfgt
钱粮	cfmo
钱袋	cfkn
钱财	cfdg
钳制	cmlu
钳工	cmnv
钻入	cdxj
钻出	cdiz
钻到	cdck
钻劲	cdwn
钻头	cdlx
钻孔	cdyp
钻床	cdga
钻心	cdng
钻戒	cdiw
钻探	cdpe
钻木取火	caqy
钻机	cdap
钻洞	cdhz
钻牛角尖	clro
钻石	cdqq
钻研	cdqf
钻营	cdwe
钻进	cdbl
钾盐	csbd
钾肥	csme
铁丝	ccrr
铁丝网	crzo
铁人	ccsi
铁人三项	csqn
铁公鸡	cvww
铁军	ccey
铁匠	cceo
铁器	ccrl
铁塔	ccbw
铁定	ccek
铁将军	cney
铁打	ccpu
铁拳	ccvs
铁杆	ccal
铁杵磨成针	caoc
铁板	ccao
铁板钉钉	cacc
铁架	ccai
铁柱	ccao
铁栅	ccaj
铁树开花	cafw
铁案	cces
铁案如山	cesd
铁桥	ccac
铁桶	ccan
铁棍	ccaj
铁水	cchg
铁汉	cchw
铁片	ccnb
